PID	Sample_run	chr	LTR	provirus_orientation	bp_pseudo3LTR
2669	2669_LNMC	chr3	3LTR	-	47138408
2669	2669_LNMC	chr3	5LTR	+	47194182
2669	2669_LNMC	chr3	5LTR	-	47481869
2669	2669_LNMC	chr3	5LTR	+	48490630
2669	2669_PBMC	chr3	5LTR	-	48973071
2669	2669_PBMC	chr3	3LTR	+	49359951
2669	2669_PBMC	chr3	3LTR	+	49359951
2669	2669_LNMC	chr3	3LTR	+	49872670
2669	2669_LNMC	chr3	5LTR	+	51443457
2669	2669_LNMC	chr3	3LTR	-	52295565
2669	2669_LNMC	chr3	3LTR	+	52388192
2669	2669_LNMC	chr3	3LTR	-	52663660
2669	2669_PBMC	chr3	5LTR	+	52691681
2669	2669_PBMC	chr3	5LTR	+	52691681
2669	2669_LNMC	chr3	5LTR	+	53037886
2669	2669_LNMC	chr3	3LTR	+	101050728
2669	2669_LNMC	chr3	5LTR	+	101184763
2669	2669_PBMC	chr3	5LTR	+	101184763
2669	2669_LNMC	chr3	3LTR	-	111415483
2669	2669_PBMC	chr3	3LTR	+	114863292
2669	2669_PBMC	chr3	3LTR	+	151579477
2669	2669_LNMC	chr3	5LTR	+	152003857
2669	2669_PBMC	chr3	5LTR	+	169893371
2669	2669_LNMC	chr3	5LTR	-	172236919
2669	2669_LNMC	chr3	5LTR	-	183441301
2669	2669_LNMC	chr3	5LTR	+	186769846
2669	2669_LNMC	chr3	5LTR	-	193779239
2669	2669_LNMC	chr3	5LTR	-	195027481
2669	2669_LNMC	chr3	3LTR	-	195027481
2669	2669_LNMC	chr3	3LTR	-	195027481
2669	2669_PBMC	chr3	3LTR	+	196119439
2669	2669_PBMC	chr3	3LTR	+	196921234
2669	2669_LNMC	chr4	3LTR	-	1952650
2669	2669_LNMC	chr4	3LTR	-	6994650
2669	2669_PBMC	chr4	5LTR	+	8047368
2669	2669_LNMC	chr4	3LTR	+	26366104
2669	2669_LNMC	chr4	3LTR	+	37408412
2669	2669_LNMC	chr4	3LTR	+	38981830
2669	2669_PBMC	chr4	3LTR	+	48371495
2669	2669_LNMC	chr4	5LTR	-	49155422
2669	2669_LNMC	chr4	5LTR	-	49156184
2669	2669_LNMC	chr4	5LTR	+	49649149
2669	2669_LNMC	chr4	3LTR	+	53826726
2669	2669_LNMC	chr4	3LTR	+	56902454
2669	2669_LNMC	chr4	3LTR	-	110395989
2669	2669_LNMC	chr4	5LTR	+	143159647
2669	2669_PBMC	chr4	5LTR	+	143159647
2669	2669_LNMC	chr4	3LTR	+	148471502
2669	2669_LNMC	chr4	5LTR	+	151555058
2669	2669_LNMC	chr4	3LTR	+	151677826
2669	2669_LNMC	chr5	3LTR	-	32385003
2669	2669_LNMC	chr5	3LTR	+	38950708
2669	2669_PBMC	chr5	5LTR	+	54568893
2669	2669_LNMC	chr5	5LTR	+	54705842
2669	2669_PBMC	chr5	3LTR	-	61609033
2669	2669_LNMC	chr5	5LTR	+	64961938
2669	2669_LNMC	chr5	3LTR	+	66333714
2669	2669_LNMC	chr5	3LTR	+	75760912
2669	2669_LNMC	chr5	5LTR	+	94880412
2669	2669_LNMC	chr5	5LTR	-	96007785
2669	2669_LNMC	chr5	3LTR	-	98228821
2669	2669_LNMC	chr5	5LTR	-	107657768
2669	2669_LNMC	chr5	5LTR	-	107657768
2669	2669_LNMC	chr5	5LTR	-	107657768
2669	2669_LNMC	chr5	3LTR	+	121311506
2669	2669_LNMC	chr5	3LTR	+	131761170
2669	2669_PBMC	chr5	3LTR	+	133290047
2669	2669_PBMC	chr5	3LTR	-	138972428
2669	2669_LNMC	chr5	5LTR	+	161345556
2669	2669_LNMC	chr5	5LTR	+	164635006
2669	2669_PBMC	chr5	3LTR	+	169254549
2669	2669_LNMC	chr5	3LTR	-	171669080
2669	2669_LNMC	chr5	3LTR	-	175916154
2669	2669_PBMC	chr5	3LTR	+	176569206
2669	2669_LNMC	chr5	5LTR	+	176572414
2669	2669_LNMC	chr5	5LTR	+	176615256
2669	2669_LNMC	chr5	5LTR	-	178044753
2669	2669_LNMC	chr6	5LTR	-	5644715
2669	2669_PBMC	chr6	5LTR	-	12095532
2669	2669_LNMC	chr6	3LTR	+	21499061
2669	2669_LNMC	chr6	3LTR	+	25479492
2669	2669_LNMC	chr6	5LTR	-	26176650
2669	2669_LNMC	chr6	3LTR	-	28568914
2669	2669_LNMC	chr6	3LTR	-	29653718
2669	2669_LNMC	chr6	3LTR	+	30630238
2669	2669_LNMC	chr6	5LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	-	30696088
2669	2669_LNMC	chr6	3LTR	+	30834629
2669	2669_LNMC	chr6	3LTR	+	31414170
2669	2669_LNMC	chr6	5LTR	+	31668198
2669	2669_LNMC	chr6	5LTR	+	31668198
2669	2669_LNMC	chr6	3LTR	-	31808416
2669	2669_LNMC	chr6	5LTR	-	32863587
2669	2669_PBMC	chr6	5LTR	-	32872239
2669	2669_PBMC	chr6	3LTR	+	32913656
2669	2669_LNMC	chr6	5LTR	+	33035579
2669	2669_LNMC	chr6	5LTR	+	33223345
2669	2669_LNMC	chr6	5LTR	-	33277702
2669	2669_LNMC	chr6	5LTR	-	34313570
2669	2669_LNMC	chr6	5LTR	-	34313570
2669	2669_LNMC	chr6	3LTR	+	34651848
2669	2669_PBMC	chr6	3LTR	+	36463022
2669	2669_LNMC	chr6	5LTR	+	42553600
2669	2669_LNMC	chr6	3LTR	+	42786246
2669	2669_LNMC	chr6	3LTR	-	43579130
2669	2669_LNMC	chr6	5LTR	+	64971803
2669	2669_LNMC	chr6	3LTR	+	74201582
2669	2669_LNMC	chr6	5LTR	+	89930721
2669	2669_LNMC	chr6	3LTR	-	90744853
2669	2669_LNMC	chr6	3LTR	-	90923862
2669	2669_LNMC	chr6	5LTR	+	96504611
2669	2669_LNMC	chr6	3LTR	-	111618427
2669	2669_PBMC	chr6	3LTR	-	111685297
2669	2669_PBMC	chr6	5LTR	-	119648888
2669	2669_LNMC	chr6	3LTR	+	135530558
2669	2669_PBMC	chr6	3LTR	-	160158431
2669	2669_LNMC	chr7	5LTR	-	3004071
2669	2669_PBMC	chr7	3LTR	+	17506687
2669	2669_LNMC	chr7	3LTR	-	40033805
2669	2669_PBMC	chr7	5LTR	-	44489624
2669	2669_LNMC	chr7	3LTR	+	69397192
2669	2669_LNMC	chr7	3LTR	-	74131433
2669	2669_LNMC	chr7	5LTR	+	100391818
2669	2669_LNMC	chr7	3LTR	+	101671743
2669	2669_LNMC	chr7	3LTR	-	126993470
2669	2669_LNMC	chr7	5LTR	+	130866830
2669	2669_LNMC	chr7	3LTR	-	135302723
2669	2669_PBMC	chr7	3LTR	+	150310058
2669	2669_LNMC	chr8	3LTR	+	10990326
2669	2669_PBMC	chr8	3LTR	+	30465768
2669	2669_PBMC	chr8	5LTR	+	30465768
2669	2669_LNMC	chr8	3LTR	-	42018378
2669	2669_LNMC	chr8	3LTR	-	61689324
2669	2669_PBMC	chr8	3LTR	+	66701762
2669	2669_LNMC	chr8	5LTR	+	66726143
2669	2669_LNMC	chr8	3LTR	+	101309590
2669	2669_LNMC	chr8	3LTR	-	101727195
2669	2669_LNMC	chr8	3LTR	+	101944163
2669	2669_LNMC	chr8	5LTR	-	103121517
2669	2669_PBMC	chr8	3LTR	+	110307901
2669	2669_PBMC	chr8	3LTR	+	116580213
2669	2669_LNMC	chr8	5LTR	-	129455085
2669	2669_PBMC	chr8	5LTR	+	129711490
2669	2669_LNMC	chr8	3LTR	+	143458994
2669	2669_LNMC	chr8	5LTR	-	144538433
2669	2669_LNMC	chr8	5LTR	-	144736235
2669	2669_LNMC	chr8	3LTR	-	144736235
2669	2669_PBMC	chr8	3LTR	+	144948467
2669	2669_LNMC	chr8	5LTR	-	145281639
2669	2669_LNMC	chr8	5LTR	+	145625291
2669	2669_LNMC	chr9	5LTR	+	33839600
2669	2669_LNMC	chr9	5LTR	+	36395941
2669	2669_LNMC	chr9	3LTR	-	88633569
2669	2669_LNMC	chr9	3LTR	+	95048431
2669	2669_LNMC	chr9	5LTR	+	95048431
2669	2669_PBMC	chr9	3LTR	-	100239471
2669	2669_LNMC	chr9	5LTR	+	100698707
2669	2669_PBMC	chr9	5LTR	-	102854186
2669	2669_LNMC	chr9	3LTR	+	114829411
2669	2669_PBMC	chr9	5LTR	+	117502698
2669	2669_LNMC	chr9	3LTR	-	123281958
2669	2669_PBMC	chr9	3LTR	+	128417781
2669	2669_LNMC	chr9	5LTR	+	130828397
2669	2669_LNMC	chr9	3LTR	-	131243063
2669	2669_LNMC	chr9	3LTR	+	131244854
2669	2669_PBMC	chr9	3LTR	+	132716028
2669	2669_LNMC	chr9	5LTR	-	135209462
2669	2669_LNMC	chr9	3LTR	-	139308830
2669	2669_PBMC	chr9	3LTR	-	140523968
2669	2669_LNMC	chr9	3LTR	+	140552972
2669	2669_LNMC	chrUn_gl000220	5LTR	-	140443
2669	2669_LNMC	chrUn_gl000220	5LTR	-	140443
2669	2669_LNMC	chrUn_gl000220	5LTR	-	140443
2669	2669_LNMC	chrX	5LTR	-	13778195
2669	2669_PBMC	chrX	3LTR	+	19998439
2669	2669_PBMC	chrX	3LTR	+	19998439
2669	2669_PBMC	chrX	3LTR	+	19998439
2669	2669_PBMC	chrX	3LTR	+	19998439
2669	2669_PBMC	chrX	3LTR	+	19998439
2669	2669_PBMC	chrX	3LTR	+	19998439
2669	2669_PBMC	chrX	3LTR	+	19998439
2669	2669_LNMC	chrX	3LTR	+	40445447
2669	2669_LNMC	chrX	5LTR	-	47157464
2669	2669_LNMC	chrX	5LTR	+	47704088
2669	2669_LNMC	chrX	3LTR	+	73706259
2669	2669_LNMC	chrX	5LTR	-	78482734
2669	2669_LNMC	chrX	3LTR	+	78773703
2669	2669_LNMC	chrX	5LTR	-	119752808
2669	2669_PBMC	chrX	3LTR	+	150831545
2669	2669_LNMC	chrX	3LTR	-	153912089
2669	2669_LNMC	chrX	3LTR	-	154262802
2669	2669_LNMC	chrX	3LTR	-	154486889
2669	2669_LNMC	chrX	3LTR	-	154486889
3720	3720_onART	chr1	5LTR	-	31489593
3720	3720_onART	chr1	5LTR	+	35665739
3720	3720_onART	chr1	5LTR	-	76490573
3720	3720_onART	chr1	5LTR	-	153997870
3720	3720_onART	chr1	3LTR	-	166837900
3720	3720_onART	chr1	3LTR	-	166837991
3720	3720_onART	chr10	3LTR	+	7088924
3720	3720_onART	chr11	3LTR	+	37905072
3720	3720_onART	chr11	5LTR	-	46099744
3720	3720_onART	chr11	5LTR	-	119080014
3720	3720_onART	chr11	3LTR	+	122629063
3720	3720_onART	chr12	3LTR	-	50958021
3720	3720_onART	chr12	3LTR	+	112417696
3720	3720_onART	chr16	5LTR	-	1739778
3720	3720_onART	chr16	5LTR	-	1739778
3720	3720_onART	chr16	5LTR	-	1739778
3720	3720_onART	chr16	3LTR	-	28332415
3720	3720_onART	chr16	3LTR	-	54528179
3720	3720_onART	chr16	3LTR	+	57957030
3720	3720_onART	chr17	3LTR	+	3618826
3720	3720_onART	chr17	3LTR	-	8022548
3720	3720_onART	chr17	3LTR	+	21883573
3720	3720_onART	chr17	3LTR	-	76141482
3720	3720_onART	chr17	3LTR	-	80793150
3720	3720_onART	chr17	3LTR	-	80793150
3720	3720_onART	chr19	3LTR	-	42724430
3720	3720_onART	chr2	3LTR	+	23977643
3720	3720_onART	chr2	3LTR	+	158662934
3720	3720_onART	chr3	3LTR	+	49983828
3720	3720_onART	chr3	3LTR	+	49983828
3720	3720_onART	chr3	3LTR	+	49983828
3720	3720_onART	chr3	5LTR	+	49983828
3720	3720_onART	chr5	3LTR	-	42970273
3720	3720_onART	chr6	3LTR	-	15309756
3720	3720_onART	chr6	3LTR	-	31376809
3720	3720_onART	chr6	3LTR	-	31376809
3720	3720_onART	chr6	5LTR	+	118726002
3720	3720_onART	chr6	3LTR	+	157385238
3720	3720_onART	chr6	3LTR	+	157385238
3720	3720_onART	chr7	3LTR	-	2208361
3720	3720_onART	chr7	5LTR	+	6437340
3720	3720_onART	chr8	3LTR	+	56112784
3720	3720_onART	chr9	5LTR	+	37430252
3720	3720_onART	chr9	5LTR	+	132885440
3720	3720_onART	chrX	3LTR	-	85164230
3720	3720_onART	chrX	3LTR	-	85164230
3720	3720_onART	chrX	3LTR	+	124561363
PT1	PT1_Y11.4	chr1	3LTR	+	1157598
PT1	PT1_Y11.4	chr1	3LTR	+	1791270
PT1	PT1_Y0.2	chr1	5LTR	+	1809470
PT1	PT1_Y11.4	chr1	3LTR	+	2453217
PT1	PT1_Y11.4	chr1	3LTR	-	8647633
PT1	PT1_Y0.2	chr1	3LTR	+	9755257
PT1	PT1_Y11.4	chr1	3LTR	+	10140487
PT1	PT1_Y11.4	chr1	5LTR	+	10415716
PT1	PT1_Y11.4	chr1	3LTR	-	14039577
PT1	PT1_Y11.4	chr1	5LTR	+	14083879
PT1	PT1_Y11.4	chr1	5LTR	+	14083879
PT1	PT1_Y11.4	chr1	5LTR	+	14083879
PT1	PT1_Y11.4	chr1	5LTR	+	14083879
PT1	PT1_Y11.4	chr1	3LTR	-	16263305
PT1	PT1_Y11.4	chr1	3LTR	-	16763964
PT1	PT1_Y11.4	chr1	3LTR	-	20072945
PT1	PT1_Y11.4	chr1	5LTR	+	21135724
PT1	PT1_Y11.4	chr1	3LTR	+	21196604
PT1	PT1_Y11.4	chr1	3LTR	+	21384984
PT1	PT1_Y11.4	chr1	3LTR	+	22384661
PT1	PT1_Y11.4	chr1	5LTR	-	25956268
PT1	PT1_Y11.4	chr1	5LTR	-	26112722
PT1	PT1_Y11.4	chr1	3LTR	-	26808998
PT1	PT1_Y11.4	chr1	3LTR	-	26808998
PT1	PT1_Y11.4	chr1	3LTR	-	26808998
PT1	PT1_Y11.4	chr1	3LTR	-	26889261
PT1	PT1_Y11.4	chr1	3LTR	-	26889261
PT1	PT1_Y11.4	chr1	5LTR	+	28795546
PT1	PT1_Y11.4	chr1	5LTR	-	31456828
PT1	PT1_Y0.2	chr1	3LTR	+	32523872
PT1	PT1_Y11.4	chr1	5LTR	-	33415169
PT1	PT1_Y11.4	chr1	5LTR	-	35949300
PT1	PT1_Y11.4	chr1	5LTR	-	35949300
PT1	PT1_Y11.4	chr1	5LTR	-	35949300
PT1	PT1_Y11.4	chr1	5LTR	-	35949300
PT1	PT1_Y11.4	chr1	5LTR	-	35949300
PT1	PT1_Y11.4	chr1	5LTR	-	35949300
PT1	PT1_Y11.4	chr1	3LTR	-	35949300
PT1	PT1_Y11.4	chr1	3LTR	-	35949300
PT1	PT1_Y11.4	chr1	3LTR	-	35949300
PT1	PT1_Y11.4	chr1	3LTR	+	35949753
PT1	PT1_Y11.4	chr1	3LTR	+	35987614
PT1	PT1_Y11.4	chr1	3LTR	+	35987614
PT1	PT1_Y11.4	chr1	5LTR	+	37953704
PT1	PT1_Y11.4	chr1	5LTR	-	39748189
PT1	PT1_Y11.4	chr1	5LTR	+	39867517
PT1	PT1_Y11.4	chr1	5LTR	+	40696336
PT1	PT1_Y11.4	chr1	5LTR	-	41162805
PT1	PT1_Y11.4	chr1	5LTR	-	42724513
PT1	PT1_Y11.4	chr1	5LTR	-	42724513
PT1	PT1_Y11.4	chr1	3LTR	-	44034729
PT1	PT1_Y11.4	chr1	5LTR	+	51305870
PT1	PT1_Y11.4	chr1	5LTR	+	51438449
PT1	PT1_Y11.4	chr1	5LTR	-	52329878
PT1	PT1_Y11.4	chr1	5LTR	-	52329878
PT1	PT1_Y0.2	chr1	5LTR	+	52707664
PT1	PT1_Y11.4	chr1	3LTR	-	52872112
PT1	PT1_Y11.4	chr1	3LTR	+	52956520
PT1	PT1_Y11.4	chr1	3LTR	+	52956520
PT1	PT1_Y11.4	chr1	3LTR	+	52956520
PT1	PT1_Y4.8	chr1	3LTR	+	52956520
PT1	PT1_Y11.4	chr1	3LTR	-	53232338
PT1	PT1_Y4.8	chr1	5LTR	+	66812170
PT1	PT1_Y4.8	chr1	5LTR	+	66812170
PT1	PT1_Y11.4	chr1	3LTR	+	67404598
PT1	PT1_Y11.4	chr1	5LTR	+	78431326
PT1	PT1_Y11.4	chr1	3LTR	+	93439116
PT1	PT1_Y11.4	chr1	5LTR	-	93815734
PT1	PT1_Y11.4	chr1	5LTR	-	93815734
PT1	PT1_Y11.4	chr1	3LTR	-	93815734
PT1	PT1_Y11.4	chr1	3LTR	-	93815734
PT1	PT1_Y11.4	chr1	3LTR	-	93815734
PT1	PT1_Y11.4	chr1	3LTR	-	100835813
PT1	PT1_Y4.8	chr1	3LTR	-	101370519
PT1	PT1_Y11.4	chr1	5LTR	+	101445580
PT1	PT1_Y4.8	chr1	5LTR	+	101445580
PT1	PT1_Y11.4	chr1	3LTR	-	109443124
PT1	PT1_Y11.4	chr1	3LTR	-	111421307
PT1	PT1_Y11.4	chr1	3LTR	+	111714564
PT1	PT1_Y11.4	chr1	3LTR	+	111714564
PT1	PT1_Y11.4	chr1	3LTR	+	111714564
PT1	PT1_Y11.4	chr1	3LTR	+	111714564
PT1	PT1_Y11.4	chr1	3LTR	+	111714564
PT1	PT1_Y11.4	chr1	3LTR	+	111714564
PT1	PT1_Y11.4	chr1	3LTR	+	111714564
PT1	PT1_Y11.4	chr1	3LTR	+	112008565
PT1	PT1_Y11.4	chr1	5LTR	+	112009417
PT1	PT1_Y11.4	chr1	3LTR	-	112117465
PT1	PT1_Y0.2	chr1	3LTR	+	113126021
PT1	PT1_Y11.4	chr1	5LTR	-	116857023
PT1	PT1_Y11.4	chr1	3LTR	-	116938166
PT1	PT1_Y0.2	chr1	3LTR	-	117329507
PT1	PT1_Y11.4	chr1	3LTR	-	118475599
PT1	PT1_Y11.4	chr1	3LTR	+	121484798
PT1	PT1_Y0.2	chr1	5LTR	+	144924607
PT1	PT1_Y11.4	chr1	3LTR	-	144929226
PT1	PT1_Y11.4	chr1	5LTR	-	145269674
PT1	PT1_Y11.4	chr1	3LTR	-	150058428
PT1	PT1_Y11.4	chr1	3LTR	+	150092532
PT1	PT1_Y11.4	chr1	3LTR	-	150117310
PT1	PT1_Y11.4	chr1	3LTR	-	150117310
PT1	PT1_Y11.4	chr1	5LTR	+	150190708
PT1	PT1_Y0.2	chr1	5LTR	+	150395416
PT1	PT1_Y11.4	chr1	3LTR	+	150916189
PT1	PT1_Y11.4	chr1	5LTR	-	150974678
PT1	PT1_Y11.4	chr1	3LTR	-	151387473
PT1	PT1_Y11.4	chr1	3LTR	-	151387473
PT1	PT1_Y11.4	chr1	3LTR	-	151387473
PT1	PT1_Y11.4	chr1	3LTR	-	151387473
PT1	PT1_Y11.4	chr1	3LTR	-	151387473
PT1	PT1_Y11.4	chr1	3LTR	+	154185506
PT1	PT1_Y0.2	chr1	5LTR	-	155414751
PT1	PT1_Y11.4	chr1	5LTR	+	155812766
PT1	PT1_Y11.4	chr1	5LTR	+	160291145
PT1	PT1_Y0.2	chr1	3LTR	+	160778046
PT1	PT1_Y11.4	chr1	3LTR	-	161153754
PT1	PT1_Y11.4	chr1	3LTR	-	167214377
PT1	PT1_Y11.4	chr1	5LTR	+	167241582
PT1	PT1_Y11.4	chr1	5LTR	+	167276059
PT1	PT1_Y0.2	chr1	3LTR	+	169559927
PT1	PT1_Y11.4	chr1	3LTR	+	170043990
PT1	PT1_Y11.4	chr1	5LTR	-	172318820
PT1	PT1_Y0.2	chr1	3LTR	-	173917636
PT1	PT1_Y0.2	chr1	3LTR	+	184930122
PT1	PT1_Y11.4	chr1	5LTR	+	192998382
PT1	PT1_Y11.4	chr1	3LTR	-	193604115
PT1	PT1_Y11.4	chr1	3LTR	+	194485604
PT1	PT1_Y11.4	chr1	3LTR	+	194485604
PT1	PT1_Y11.4	chr1	5LTR	+	197160006
PT1	PT1_Y11.4	chr1	5LTR	+	197564955
PT1	PT1_Y11.4	chr1	5LTR	-	198506784
PT1	PT1_Y11.4	chr1	5LTR	-	198506784
PT1	PT1_Y11.4	chr1	5LTR	-	198506784
PT1	PT1_Y11.4	chr1	5LTR	-	198506784
PT1	PT1_Y11.4	chr1	5LTR	-	198506784
PT1	PT1_Y11.4	chr1	5LTR	-	198506784
PT1	PT1_Y11.4	chr1	5LTR	-	198506784
PT1	PT1_Y4.8	chr1	5LTR	-	198506784
PT1	PT1_Y4.8	chr1	5LTR	-	198506784
PT1	PT1_Y11.4	chr1	3LTR	-	198506784
PT1	PT1_Y11.4	chr1	3LTR	-	198506784
PT1	PT1_Y11.4	chr1	3LTR	-	198506784
PT1	PT1_Y11.4	chr1	3LTR	-	198506784
PT1	PT1_Y11.4	chr1	3LTR	-	198506784
PT1	PT1_Y11.4	chr1	3LTR	-	198506784
PT1	PT1_Y11.4	chr1	3LTR	-	198506784
PT1	PT1_Y4.8	chr1	3LTR	-	198506784
PT1	PT1_Y11.4	chr1	3LTR	+	200202279
PT1	PT1_Y11.4	chr1	3LTR	+	200202279
PT1	PT1_Y11.4	chr1	5LTR	+	202735112
PT1	PT1_Y11.4	chr1	3LTR	-	203771882
PT1	PT1_Y11.4	chr1	3LTR	+	204763726
PT1	PT1_Y11.4	chr1	5LTR	+	204763726
PT1	PT1_Y11.4	chr1	3LTR	+	212928395
PT1	PT1_Y0.2	chr1	3LTR	+	213044365
PT1	PT1_Y11.4	chr1	3LTR	+	224475382
PT1	PT1_Y0.2	chr1	3LTR	-	224614571
PT1	PT1_Y11.4	chr1	5LTR	-	226090619
PT1	PT1_Y11.4	chr1	3LTR	-	229441247
PT1	PT1_Y11.4	chr1	3LTR	-	229604369
PT1	PT1_Y11.4	chr1	3LTR	-	229626148
PT1	PT1_Y11.4	chr1	5LTR	-	229890852
PT1	PT1_Y11.4	chr1	3LTR	-	229890852
PT1	PT1_Y0.2	chr1	5LTR	-	230331850
PT1	PT1_Y11.4	chr1	3LTR	+	235341884
PT1	PT1_Y11.4	chr1	3LTR	-	235903532
PT1	PT1_Y11.4	chr1	3LTR	-	236003221
PT1	PT1_Y11.4	chr1	5LTR	+	241797242
PT1	PT1_Y4.8	chr10	5LTR	+	12164240
PT1	PT1_Y11.4	chr10	3LTR	-	14761229
PT1	PT1_Y11.4	chr10	5LTR	+	14803841
PT1	PT1_Y11.4	chr10	3LTR	-	17225938
PT1	PT1_Y11.4	chr10	3LTR	-	17225938
PT1	PT1_Y11.4	chr10	5LTR	-	22988011
PT1	PT1_Y11.4	chr10	5LTR	-	22988011
PT1	PT1_Y11.4	chr10	5LTR	-	22988011
PT1	PT1_Y0.2	chr10	5LTR	+	27340515
PT1	PT1_Y11.4	chr10	5LTR	+	27428688
PT1	PT1_Y11.4	chr10	3LTR	+	32118682
PT1	PT1_Y11.4	chr10	3LTR	-	42365628
PT1	PT1_Y11.4	chr10	5LTR	-	44281353
PT1	PT1_Y11.4	chr10	5LTR	-	64996206
PT1	PT1_Y11.4	chr10	3LTR	+	65018667
PT1	PT1_Y11.4	chr10	3LTR	+	65018667
PT1	PT1_Y11.4	chr10	3LTR	+	69745271
PT1	PT1_Y11.4	chr10	5LTR	+	69745271
PT1	PT1_Y11.4	chr10	3LTR	-	74813921
PT1	PT1_Y11.4	chr10	5LTR	+	74830436
PT1	PT1_Y11.4	chr10	3LTR	-	75763674
PT1	PT1_Y0.2	chr10	3LTR	+	76307914
PT1	PT1_Y11.4	chr10	5LTR	-	89628791
PT1	PT1_Y11.4	chr10	3LTR	-	94687083
PT1	PT1_Y11.4	chr10	5LTR	-	103550647
PT1	PT1_Y11.4	chr10	3LTR	-	103680991
PT1	PT1_Y11.4	chr10	3LTR	+	103691570
PT1	PT1_Y11.4	chr10	3LTR	+	104043452
PT1	PT1_Y4.8	chr10	3LTR	+	104391498
PT1	PT1_Y11.4	chr10	5LTR	+	105732896
PT1	PT1_Y11.4	chr10	3LTR	+	112682061
PT1	PT1_Y0.2	chr10	3LTR	+	112731059
PT1	PT1_Y0.2	chr10	3LTR	+	112731059
PT1	PT1_Y11.4	chr10	3LTR	-	112761673
PT1	PT1_Y11.4	chr10	5LTR	+	116242523
PT1	PT1_Y0.2	chr11	3LTR	-	225752
PT1	PT1_Y0.2	chr11	5LTR	-	246110
PT1	PT1_Y11.4	chr11	5LTR	-	954831
PT1	PT1_Y11.4	chr11	5LTR	-	3808167
PT1	PT1_Y11.4	chr11	3LTR	+	4061854
PT1	PT1_Y11.4	chr11	3LTR	-	4082091
PT1	PT1_Y11.4	chr11	3LTR	-	4082091
PT1	PT1_Y11.4	chr11	3LTR	-	4082091
PT1	PT1_Y11.4	chr11	3LTR	+	9432282
PT1	PT1_Y0.2	chr11	3LTR	+	11889607
PT1	PT1_Y11.4	chr11	5LTR	-	20415724
PT1	PT1_Y11.4	chr11	3LTR	+	35010968
PT1	PT1_Y11.4	chr11	5LTR	+	47999905
PT1	PT1_Y11.4	chr11	5LTR	+	59195260
PT1	PT1_Y11.4	chr11	3LTR	+	59327807
PT1	PT1_Y11.4	chr11	5LTR	+	60797769
PT1	PT1_Y11.4	chr11	3LTR	+	60808543
PT1	PT1_Y0.2	chr11	5LTR	+	60813127
PT1	PT1_Y0.2	chr11	5LTR	+	62507520
PT1	PT1_Y11.4	chr11	3LTR	-	62553636
PT1	PT1_Y11.4	chr11	3LTR	-	62553636
PT1	PT1_Y11.4	chr11	3LTR	-	62553636
PT1	PT1_Y11.4	chr11	3LTR	+	64539318
PT1	PT1_Y11.4	chr11	5LTR	+	64542837
PT1	PT1_Y11.4	chr11	3LTR	-	64853544
PT1	PT1_Y0.2	chr11	3LTR	-	64960843
PT1	PT1_Y11.4	chr11	3LTR	+	64963533
PT1	PT1_Y11.4	chr11	3LTR	+	65196438
PT1	PT1_Y11.4	chr11	3LTR	+	65204226
PT1	PT1_Y11.4	chr11	3LTR	-	65268211
PT1	PT1_Y11.4	chr11	3LTR	-	65271074
PT1	PT1_Y11.4	chr11	5LTR	+	65400017
PT1	PT1_Y0.2	chr11	3LTR	+	65852444
PT1	PT1_Y11.4	chr11	5LTR	+	65926950
PT1	PT1_Y11.4	chr11	3LTR	-	65931238
PT1	PT1_Y0.2	chr11	3LTR	-	66409776
PT1	PT1_Y11.4	chr11	5LTR	-	66559742
PT1	PT1_Y11.4	chr11	3LTR	-	66559742
PT1	PT1_Y11.4	chr11	3LTR	-	66559742
PT1	PT1_Y11.4	chr11	3LTR	-	66559742
PT1	PT1_Y11.4	chr11	3LTR	-	66559742
PT1	PT1_Y11.4	chr11	5LTR	-	66975159
PT1	PT1_Y11.4	chr11	3LTR	+	66987043
PT1	PT1_Y0.2	chr11	5LTR	+	66990716
PT1	PT1_Y11.4	chr11	3LTR	+	66999189
PT1	PT1_Y0.2	chr11	3LTR	-	67860260
PT1	PT1_Y11.4	chr11	5LTR	-	71744572
PT1	PT1_Y4.8	chr11	5LTR	-	71744572
PT1	PT1_Y11.4	chr11	5LTR	+	72574484
PT1	PT1_Y11.4	chr11	5LTR	+	72760000
PT1	PT1_Y11.4	chr11	3LTR	+	72806987
PT1	PT1_Y11.4	chr11	5LTR	+	73914600
PT1	PT1_Y11.4	chr11	5LTR	+	74052501
PT1	PT1_Y0.2	chr11	3LTR	-	74124466
PT1	PT1_Y11.4	chr11	5LTR	-	75215968
PT1	PT1_Y0.2	chr11	5LTR	-	75672478
PT1	PT1_Y11.4	chr11	3LTR	-	75677218
PT1	PT1_Y0.2	chr11	5LTR	-	86030829
PT1	PT1_Y11.4	chr11	5LTR	-	95460944
